data,cidade,temperatura_media,temperatura_min,temperatura_max,choveu,precipitacao_mm,humidade_media,vento_kmh,fonte_api
2023-05-20,Porto,14.9,12.8,15.5,0,0.0,64,23.2,synthetic_weather_api_v1
2023-05-21,Porto,12.9,9.0,16.4,0,0.0,70,17.4,synthetic_weather_api_v1
2023-05-22,Porto,19.2,15.0,22.3,0,0.0,77,10.1,synthetic_weather_api_v1
2023-05-23,Porto,18.7,15.3,22.0,0,0.0,65,12.2,synthetic_weather_api_v1
2023-05-24,Porto,17.3,13.6,20.9,1,7.1,64,22.7,synthetic_weather_api_v1
2023-05-25,Porto,18.8,14.8,22.3,0,0.0,63,10.8,synthetic_weather_api_v1
2023-05-26,Porto,19.4,17.2,21.5,0,0.0,82,14.1,synthetic_weather_api_v1
2023-05-27,Porto,15.5,13.6,17.5,0,0.0,56,21.8,synthetic_weather_api_v1
2023-05-28,Porto,18.1,14.2,22.5,1,1.8,68,6.7,synthetic_weather_api_v1
2023-05-29,Porto,14.9,11.0,18.9,0,0.0,66,23.6,synthetic_weather_api_v1
2023-05-30,Porto,15.4,11.0,20.1,0,0.0,74,13.4,synthetic_weather_api_v1
2023-05-31,Porto,17.1,13.2,21.6,0,0.0,72,12.0,synthetic_weather_api_v1
2023-06-01,Porto,18.9,16.0,21.0,1,5.2,73,14.7,synthetic_weather_api_v1
2023-06-02,Porto,17.2,13.4,22.2,0,0.0,68,19.9,synthetic_weather_api_v1
2023-06-03,Porto,14.7,12.7,15.4,0,0.0,67,18.6,synthetic_weather_api_v1
2023-06-04,Porto,16.3,12.8,20.0,1,12.5,88,10.0,synthetic_weather_api_v1
2023-06-05,Porto,19.6,16.2,23.4,0,0.0,45,2.0,synthetic_weather_api_v1
2023-06-06,Porto,20.6,17.7,24.6,0,0.0,62,14.1,synthetic_weather_api_v1
2023-06-07,Porto,16.5,13.6,21.1,0,0.0,55,21.7,synthetic_weather_api_v1
2023-06-08,Porto,18.4,15.6,21.0,1,8.0,82,13.5,synthetic_weather_api_v1
2023-06-09,Porto,20.4,17.2,22.5,0,0.0,58,11.6,synthetic_weather_api_v1
2023-06-10,Porto,18.3,14.0,21.4,0,0.0,62,12.9,synthetic_weather_api_v1
2023-06-11,Porto,18.6,14.8,21.7,0,0.0,57,12.1,synthetic_weather_api_v1
2023-06-12,Porto,15.8,11.9,18.9,0,0.0,62,8.0,synthetic_weather_api_v1
2023-06-13,Porto,16.4,13.4,19.9,0,0.0,69,9.8,synthetic_weather_api_v1
2023-06-14,Porto,19.7,17.1,22.3,0,0.0,71,11.0,synthetic_weather_api_v1
2023-06-15,Porto,19.5,14.0,23.4,0,0.0,62,12.3,synthetic_weather_api_v1
2023-06-16,Porto,16.0,11.0,19.9,0,0.0,65,9.1,synthetic_weather_api_v1
2023-06-17,Porto,15.9,12.3,19.1,0,0.0,72,14.6,synthetic_weather_api_v1
2023-06-18,Porto,18.6,14.3,22.2,0,0.0,64,13.5,synthetic_weather_api_v1
2023-06-19,Porto,16.8,14.4,19.1,1,11.2,80,20.9,synthetic_weather_api_v1
2023-06-20,Porto,19.7,16.5,24.7,0,0.0,64,13.8,synthetic_weather_api_v1
2023-06-21,Porto,17.7,13.6,21.2,0,0.0,79,12.9,synthetic_weather_api_v1
2023-06-22,Porto,19.1,15.2,24.4,0,0.0,85,19.4,synthetic_weather_api_v1
2023-06-23,Porto,18.7,13.9,22.6,0,0.0,51,16.8,synthetic_weather_api_v1
2023-06-24,Porto,19.3,13.9,25.0,0,0.0,62,7.9,synthetic_weather_api_v1
2023-06-25,Porto,16.3,12.2,20.4,0,0.0,56,11.4,synthetic_weather_api_v1
2023-06-26,Porto,18.9,15.8,22.5,0,0.0,63,8.8,synthetic_weather_api_v1
2023-06-27,Porto,18.4,14.0,21.3,0,0.0,64,10.2,synthetic_weather_api_v1
2023-06-28,Porto,19.6,16.3,21.6,0,0.0,54,11.0,synthetic_weather_api_v1
2023-06-29,Porto,17.6,14.7,20.1,0,0.0,69,10.0,synthetic_weather_api_v1
2023-06-30,Porto,18.5,15.9,21.3,0,0.0,53,14.2,synthetic_weather_api_v1
2023-07-01,Porto,22.7,18.8,26.5,1,4.3,74,12.0,synthetic_weather_api_v1
2023-07-02,Porto,19.2,17.0,21.0,0,0.0,55,14.6,synthetic_weather_api_v1
2023-07-03,Porto,22.1,21.3,23.7,0,0.0,70,17.6,synthetic_weather_api_v1
2023-07-04,Porto,20.5,17.0,25.8,0,0.0,81,18.5,synthetic_weather_api_v1
2023-07-05,Porto,16.7,11.7,22.7,0,0.0,74,10.6,synthetic_weather_api_v1
2023-07-06,Porto,21.1,19.0,24.6,0,0.0,48,13.6,synthetic_weather_api_v1
2023-07-07,Porto,20.7,17.9,23.8,0,0.0,75,2.6,synthetic_weather_api_v1
2023-07-08,Porto,21.1,17.5,24.4,0,0.0,74,13.3,synthetic_weather_api_v1
2023-07-09,Porto,21.6,17.8,24.8,1,9.0,65,5.6,synthetic_weather_api_v1
2023-07-10,Porto,21.5,18.8,25.4,0,0.0,65,13.1,synthetic_weather_api_v1
2023-07-11,Porto,20.7,15.9,25.1,1,4.3,77,15.7,synthetic_weather_api_v1
2023-07-12,Porto,21.0,16.9,25.4,0,0.0,67,6.5,synthetic_weather_api_v1
2023-07-13,Porto,19.8,15.7,22.9,1,7.7,60,15.8,synthetic_weather_api_v1
2023-07-14,Porto,19.9,16.1,22.8,1,3.2,75,13.0,synthetic_weather_api_v1
2023-07-15,Porto,19.2,17.7,21.7,0,0.0,92,16.1,synthetic_weather_api_v1
2023-07-16,Porto,17.5,13.2,22.0,0,0.0,62,22.0,synthetic_weather_api_v1
2023-07-17,Porto,21.0,17.4,24.5,0,0.0,75,14.7,synthetic_weather_api_v1
2023-07-18,Porto,23.2,19.6,27.2,0,0.0,55,13.5,synthetic_weather_api_v1
2023-07-19,Porto,20.4,17.6,23.4,1,8.0,63,23.0,synthetic_weather_api_v1
2023-07-20,Porto,19.7,16.3,22.6,0,0.0,77,16.2,synthetic_weather_api_v1
2023-07-21,Porto,19.8,16.2,23.3,0,0.0,62,15.3,synthetic_weather_api_v1
2023-07-22,Porto,20.4,16.4,24.5,0,0.0,61,11.4,synthetic_weather_api_v1
2023-07-23,Porto,18.1,13.6,21.4,0,0.0,61,13.1,synthetic_weather_api_v1
2023-07-24,Porto,18.2,14.9,22.5,0,0.0,66,11.4,synthetic_weather_api_v1
2023-07-25,Porto,18.5,15.0,22.0,0,0.0,63,8.4,synthetic_weather_api_v1
2023-07-26,Porto,20.3,16.7,22.1,0,0.0,63,13.6,synthetic_weather_api_v1
2023-07-27,Porto,18.4,14.7,22.5,0,0.0,59,14.6,synthetic_weather_api_v1
2023-07-28,Porto,17.7,13.6,22.0,0,0.0,74,8.4,synthetic_weather_api_v1
2023-07-29,Porto,18.8,16.0,23.6,0,0.0,80,12.6,synthetic_weather_api_v1
2023-07-30,Porto,22.0,19.5,22.8,0,0.0,69,7.4,synthetic_weather_api_v1
2023-07-31,Porto,20.8,16.7,23.8,0,0.0,58,13.5,synthetic_weather_api_v1
2023-08-01,Porto,20.6,18.5,23.1,0,0.0,57,14.4,synthetic_weather_api_v1
2023-08-02,Porto,22.5,18.3,26.9,0,0.0,61,17.1,synthetic_weather_api_v1
2023-08-03,Porto,23.8,20.6,27.8,0,0.0,69,8.9,synthetic_weather_api_v1
2023-08-04,Porto,19.3,14.6,23.3,0,0.0,58,11.8,synthetic_weather_api_v1
2023-08-05,Porto,22.6,18.4,26.4,0,0.0,78,11.0,synthetic_weather_api_v1
2023-08-06,Porto,22.3,17.5,26.5,0,0.0,59,15.4,synthetic_weather_api_v1
2023-08-07,Porto,20.0,16.9,23.2,0,0.0,61,11.2,synthetic_weather_api_v1
2023-08-08,Porto,20.2,16.7,23.7,0,0.0,60,12.6,synthetic_weather_api_v1
2023-08-09,Porto,18.9,14.6,23.2,1,4.9,72,9.3,synthetic_weather_api_v1
2023-08-10,Porto,19.9,17.5,22.8,0,0.0,76,20.9,synthetic_weather_api_v1
2023-08-11,Porto,21.6,18.0,25.5,0,0.0,85,12.2,synthetic_weather_api_v1
2023-08-12,Porto,24.0,21.6,28.5,0,0.0,62,8.8,synthetic_weather_api_v1
2023-08-13,Porto,18.2,14.4,21.9,0,0.0,51,20.4,synthetic_weather_api_v1
2023-08-14,Porto,19.8,16.6,24.4,0,0.0,49,14.3,synthetic_weather_api_v1
2023-08-15,Porto,20.8,18.2,23.1,0,0.0,71,11.2,synthetic_weather_api_v1
2023-08-16,Porto,19.7,17.4,22.6,0,0.0,62,16.3,synthetic_weather_api_v1
2023-08-17,Porto,22.8,19.6,27.0,0,0.0,58,13.0,synthetic_weather_api_v1
2023-08-18,Porto,19.1,15.4,20.6,0,0.0,65,10.0,synthetic_weather_api_v1
2023-08-19,Porto,20.5,18.2,23.4,0,0.0,67,7.0,synthetic_weather_api_v1
2023-08-20,Porto,20.2,17.7,22.1,1,1.4,54,16.9,synthetic_weather_api_v1
2023-08-21,Porto,22.0,19.3,25.0,0,0.0,54,9.4,synthetic_weather_api_v1
2023-08-22,Porto,25.4,21.2,28.1,0,0.0,67,18.0,synthetic_weather_api_v1
2023-08-23,Porto,18.8,16.3,20.3,0,0.0,64,10.2,synthetic_weather_api_v1
2023-08-24,Porto,19.9,17.5,22.2,0,0.0,67,15.0,synthetic_weather_api_v1
2023-08-25,Porto,17.8,14.1,21.2,0,0.0,60,20.8,synthetic_weather_api_v1
2023-08-26,Porto,23.0,18.7,25.0,1,5.4,83,9.7,synthetic_weather_api_v1
2023-08-27,Porto,19.6,15.4,23.1,0,0.0,67,20.2,synthetic_weather_api_v1
2023-08-28,Porto,22.4,17.8,24.8,0,0.0,53,12.4,synthetic_weather_api_v1
2023-08-29,Porto,21.0,16.5,24.6,0,0.0,68,13.2,synthetic_weather_api_v1
2023-08-30,Porto,22.3,19.6,25.4,1,9.0,80,15.0,synthetic_weather_api_v1
2023-08-31,Porto,21.1,17.8,24.9,0,0.0,57,14.9,synthetic_weather_api_v1
2023-09-01,Porto,14.8,12.5,17.6,0,0.0,45,12.0,synthetic_weather_api_v1
2023-09-02,Porto,19.7,16.8,23.1,0,0.0,55,13.0,synthetic_weather_api_v1
2023-09-03,Porto,16.8,14.0,20.2,0,0.0,67,11.4,synthetic_weather_api_v1
2023-09-04,Porto,15.9,10.8,19.2,1,3.0,68,4.8,synthetic_weather_api_v1
2023-09-05,Porto,17.7,14.4,21.2,0,0.0,68,14.8,synthetic_weather_api_v1
2023-09-06,Porto,20.8,18.1,23.9,1,1.1,77,16.2,synthetic_weather_api_v1
2023-09-07,Porto,20.0,17.9,22.5,1,7.7,71,10.7,synthetic_weather_api_v1
2023-09-08,Porto,16.4,12.5,20.9,0,0.0,68,7.5,synthetic_weather_api_v1
2023-09-09,Porto,18.7,15.8,21.1,0,0.0,54,22.0,synthetic_weather_api_v1
2023-09-10,Porto,19.6,17.0,23.1,1,8.1,79,17.8,synthetic_weather_api_v1
2023-09-11,Porto,19.4,17.2,22.1,0,0.0,69,11.0,synthetic_weather_api_v1
2023-09-12,Porto,17.6,14.3,19.5,0,0.0,68,20.3,synthetic_weather_api_v1
2023-09-13,Porto,20.1,18.7,21.4,0,0.0,65,13.0,synthetic_weather_api_v1
2023-09-14,Porto,18.9,16.5,22.1,0,0.0,73,17.3,synthetic_weather_api_v1
2023-09-15,Porto,15.9,11.7,20.4,0,0.0,56,23.9,synthetic_weather_api_v1
2023-09-16,Porto,17.4,13.5,21.0,0,0.0,55,13.9,synthetic_weather_api_v1
2023-09-17,Porto,17.2,14.7,20.4,0,0.0,72,14.0,synthetic_weather_api_v1
2023-09-18,Porto,18.1,14.3,20.9,0,0.0,65,13.6,synthetic_weather_api_v1
2023-09-19,Porto,18.4,14.1,21.1,0,0.0,76,18.2,synthetic_weather_api_v1
2023-09-20,Porto,18.6,15.0,22.5,1,6.4,74,15.5,synthetic_weather_api_v1
2023-09-21,Porto,16.1,12.7,20.0,0,0.0,62,11.6,synthetic_weather_api_v1
2023-09-22,Porto,20.8,18.7,24.6,0,0.0,67,12.2,synthetic_weather_api_v1
2023-09-23,Porto,20.6,17.7,23.5,0,0.0,48,20.9,synthetic_weather_api_v1
2023-09-24,Porto,18.8,14.9,19.7,0,0.0,65,17.2,synthetic_weather_api_v1
2023-09-25,Porto,18.1,15.3,20.7,0,0.0,59,18.5,synthetic_weather_api_v1
2023-09-26,Porto,18.0,14.9,21.6,0,0.0,60,18.6,synthetic_weather_api_v1
2023-09-27,Porto,23.0,20.3,27.2,1,5.1,98,7.6,synthetic_weather_api_v1
2023-09-28,Porto,18.7,15.6,21.0,1,7.4,59,10.3,synthetic_weather_api_v1
2023-09-29,Porto,16.4,13.3,20.0,0,0.0,67,11.6,synthetic_weather_api_v1
2023-09-30,Porto,17.1,13.8,21.5,0,0.0,75,11.5,synthetic_weather_api_v1
2023-10-01,Porto,17.6,14.5,18.6,1,5.4,88,8.2,synthetic_weather_api_v1
2023-10-02,Porto,15.4,12.3,18.9,0,0.0,60,10.4,synthetic_weather_api_v1
2023-10-03,Porto,14.3,11.0,18.3,1,1.5,78,3.7,synthetic_weather_api_v1
2023-10-04,Porto,15.8,11.5,21.2,0,0.0,57,12.5,synthetic_weather_api_v1
2023-10-05,Porto,16.2,12.9,20.1,1,10.4,73,16.8,synthetic_weather_api_v1
2023-10-06,Porto,15.3,10.5,19.3,0,0.0,64,18.3,synthetic_weather_api_v1
2023-10-07,Porto,17.5,14.3,19.4,1,11.9,57,13.9,synthetic_weather_api_v1
2023-10-08,Porto,17.0,14.2,20.2,0,0.0,50,14.7,synthetic_weather_api_v1
2023-10-09,Porto,14.7,12.1,18.7,1,7.5,75,13.7,synthetic_weather_api_v1
2023-10-10,Porto,18.6,15.5,22.4,0,0.0,57,26.8,synthetic_weather_api_v1
2023-10-11,Porto,14.5,11.5,17.9,1,4.3,65,24.8,synthetic_weather_api_v1
2023-10-12,Porto,16.0,12.2,19.3,0,0.0,53,13.2,synthetic_weather_api_v1
2023-10-13,Porto,15.7,11.0,19.2,0,0.0,70,9.5,synthetic_weather_api_v1
2023-10-14,Porto,19.0,16.6,22.5,1,1.3,80,7.7,synthetic_weather_api_v1
2023-10-15,Porto,17.1,14.0,20.8,0,0.0,58,17.6,synthetic_weather_api_v1
2023-10-16,Porto,15.3,13.9,16.2,0,0.0,77,14.1,synthetic_weather_api_v1
2023-10-17,Porto,18.2,15.8,20.7,0,0.0,71,13.0,synthetic_weather_api_v1
2023-10-18,Porto,18.5,16.7,23.2,0,0.0,70,20.0,synthetic_weather_api_v1
2023-10-19,Porto,14.3,12.6,16.9,1,5.0,72,10.2,synthetic_weather_api_v1
2023-10-20,Porto,18.1,14.6,22.2,0,0.0,70,17.1,synthetic_weather_api_v1
2023-10-21,Porto,18.6,13.1,22.9,0,0.0,67,14.1,synthetic_weather_api_v1
2023-10-22,Porto,16.0,11.5,19.0,0,0.0,63,7.9,synthetic_weather_api_v1
2023-10-23,Porto,16.3,12.7,20.2,0,0.0,74,13.0,synthetic_weather_api_v1
2023-10-24,Porto,16.4,13.4,19.8,0,0.0,70,9.9,synthetic_weather_api_v1
2023-10-25,Porto,17.8,15.4,20.7,1,3.0,62,17.1,synthetic_weather_api_v1
2023-10-26,Porto,16.4,13.2,18.9,0,0.0,60,7.4,synthetic_weather_api_v1
2023-10-27,Porto,17.8,15.9,20.5,0,0.0,74,11.4,synthetic_weather_api_v1
2023-10-28,Porto,15.1,11.7,17.6,0,0.0,45,17.0,synthetic_weather_api_v1
2023-10-29,Porto,15.9,11.8,18.2,0,0.0,60,14.6,synthetic_weather_api_v1
2023-10-30,Porto,17.5,12.8,23.0,0,0.0,52,12.2,synthetic_weather_api_v1
2023-10-31,Porto,13.5,9.8,15.2,1,3.2,81,10.4,synthetic_weather_api_v1
2023-11-01,Porto,14.8,11.6,17.8,0,0.0,72,13.6,synthetic_weather_api_v1
2023-11-02,Porto,13.8,10.2,17.3,1,7.7,70,20.4,synthetic_weather_api_v1
2023-11-03,Porto,10.2,6.0,14.7,0,0.0,52,13.3,synthetic_weather_api_v1
2023-11-04,Porto,13.4,9.6,15.3,0,0.0,82,8.5,synthetic_weather_api_v1
2023-11-05,Porto,15.4,12.6,18.6,1,14.0,77,12.7,synthetic_weather_api_v1
2023-11-06,Porto,14.0,9.7,19.6,0,0.0,72,16.4,synthetic_weather_api_v1
2023-11-07,Porto,10.9,7.5,13.6,0,0.0,67,13.6,synthetic_weather_api_v1
2023-11-08,Porto,12.7,9.3,16.0,0,0.0,87,7.0,synthetic_weather_api_v1
2023-11-09,Porto,11.7,10.0,13.6,0,0.0,67,15.7,synthetic_weather_api_v1
2023-11-10,Porto,15.0,10.8,19.2,0,0.0,66,10.0,synthetic_weather_api_v1
2023-11-11,Porto,12.5,10.5,13.3,0,0.0,56,9.8,synthetic_weather_api_v1
2023-11-12,Porto,14.9,12.0,19.7,1,13.3,79,11.5,synthetic_weather_api_v1
2023-11-13,Porto,11.1,8.1,15.5,1,5.5,76,16.7,synthetic_weather_api_v1
2023-11-14,Porto,13.2,8.4,16.8,0,0.0,68,22.2,synthetic_weather_api_v1
2023-11-15,Porto,11.9,9.1,13.6,1,6.5,66,19.5,synthetic_weather_api_v1
2023-11-16,Porto,14.6,11.7,18.3,1,3.9,68,20.3,synthetic_weather_api_v1
2023-11-17,Porto,15.5,11.2,18.9,1,7.4,68,16.1,synthetic_weather_api_v1
2023-11-18,Porto,10.8,8.0,15.8,1,1.3,91,9.7,synthetic_weather_api_v1
2023-11-19,Porto,12.7,9.0,18.8,0,0.0,58,20.1,synthetic_weather_api_v1
2023-11-20,Porto,10.6,7.5,14.6,1,7.0,83,34.1,synthetic_weather_api_v1
2023-11-21,Porto,14.0,10.0,16.8,0,0.0,61,13.9,synthetic_weather_api_v1
2023-11-22,Porto,16.0,11.9,19.0,1,4.8,79,19.1,synthetic_weather_api_v1
2023-11-23,Porto,8.4,5.6,11.8,1,2.4,70,16.7,synthetic_weather_api_v1
2023-11-24,Porto,10.8,8.8,13.4,0,0.0,61,10.0,synthetic_weather_api_v1
2023-11-25,Porto,15.2,13.7,18.6,0,0.0,60,9.9,synthetic_weather_api_v1
2023-11-26,Porto,12.4,9.4,15.4,0,0.0,57,17.4,synthetic_weather_api_v1
2023-11-27,Porto,13.6,9.8,18.6,0,0.0,73,7.6,synthetic_weather_api_v1
2023-11-28,Porto,12.6,9.2,16.2,1,6.7,68,19.5,synthetic_weather_api_v1
2023-11-29,Porto,13.4,10.7,14.7,0,0.0,70,13.0,synthetic_weather_api_v1
2023-11-30,Porto,11.8,6.9,16.5,0,0.0,74,13.8,synthetic_weather_api_v1
2023-12-01,Porto,8.8,6.1,10.6,1,3.8,77,7.8,synthetic_weather_api_v1
2023-12-02,Porto,9.6,6.3,14.2,1,1.0,78,13.4,synthetic_weather_api_v1
2023-12-03,Porto,8.6,3.7,13.4,0,0.0,70,22.5,synthetic_weather_api_v1
2023-12-04,Porto,11.8,9.6,14.2,0,0.0,55,8.8,synthetic_weather_api_v1
2023-12-05,Porto,10.9,6.4,14.8,0,0.0,76,12.2,synthetic_weather_api_v1
2023-12-06,Porto,8.8,4.9,13.1,1,4.4,65,7.6,synthetic_weather_api_v1
2023-12-07,Porto,11.5,8.3,14.8,1,1.5,66,22.9,synthetic_weather_api_v1
2023-12-08,Porto,12.4,9.8,14.3,0,0.0,66,16.3,synthetic_weather_api_v1
2023-12-09,Porto,10.6,7.3,13.9,1,3.5,77,15.0,synthetic_weather_api_v1
2023-12-10,Porto,8.7,6.3,12.5,1,3.6,64,20.5,synthetic_weather_api_v1
2023-12-11,Porto,11.1,8.2,13.6,0,0.0,64,14.8,synthetic_weather_api_v1
2023-12-12,Porto,11.8,9.1,14.9,0,0.0,68,13.8,synthetic_weather_api_v1
2023-12-13,Porto,11.0,7.9,15.4,1,3.8,77,16.3,synthetic_weather_api_v1
2023-12-14,Porto,15.8,12.8,19.1,0,0.0,63,17.6,synthetic_weather_api_v1
2023-12-15,Porto,11.5,7.9,14.7,0,0.0,71,18.2,synthetic_weather_api_v1
2023-12-16,Porto,9.0,4.9,13.1,0,0.0,78,11.9,synthetic_weather_api_v1
2023-12-17,Porto,11.1,7.0,14.7,1,3.3,82,11.0,synthetic_weather_api_v1
2023-12-18,Porto,11.8,7.5,15.7,0,0.0,71,11.5,synthetic_weather_api_v1
2023-12-19,Porto,10.8,8.4,14.0,0,0.0,61,16.3,synthetic_weather_api_v1
2023-12-20,Porto,11.7,11.1,13.9,1,4.5,79,11.2,synthetic_weather_api_v1
2023-12-21,Porto,11.8,8.8,14.3,0,0.0,56,25.2,synthetic_weather_api_v1
2023-12-22,Porto,14.8,11.4,19.0,1,4.6,86,19.6,synthetic_weather_api_v1
2023-12-23,Porto,10.7,7.9,11.8,0,0.0,53,15.4,synthetic_weather_api_v1
2023-12-24,Porto,9.3,7.0,11.4,0,0.0,55,10.2,synthetic_weather_api_v1
2023-12-25,Porto,6.5,5.6,10.1,1,2.4,80,11.4,synthetic_weather_api_v1
2023-12-26,Porto,11.2,7.6,14.0,1,2.1,70,14.6,synthetic_weather_api_v1
2023-12-27,Porto,13.3,10.7,15.0,1,5.1,58,13.5,synthetic_weather_api_v1
2023-12-28,Porto,13.4,10.5,16.5,1,13.8,84,12.2,synthetic_weather_api_v1
2023-12-29,Porto,9.5,5.7,13.0,1,2.8,64,17.9,synthetic_weather_api_v1
2023-12-30,Porto,9.9,5.8,14.4,1,8.5,60,19.0,synthetic_weather_api_v1
2023-12-31,Porto,10.6,7.3,13.7,0,0.0,71,12.5,synthetic_weather_api_v1
2024-01-01,Porto,11.7,9.2,15.2,1,3.7,83,13.7,synthetic_weather_api_v1
2024-01-02,Porto,11.0,7.8,15.6,1,5.3,68,13.1,synthetic_weather_api_v1
2024-01-03,Porto,10.6,7.2,13.4,1,4.7,84,21.3,synthetic_weather_api_v1
2024-01-04,Porto,10.5,7.3,15.3,1,1.4,82,11.5,synthetic_weather_api_v1
2024-01-05,Porto,8.1,4.4,12.0,0,0.0,61,8.4,synthetic_weather_api_v1
2024-01-06,Porto,10.7,7.9,12.5,0,0.0,71,17.0,synthetic_weather_api_v1
2024-01-07,Porto,8.6,6.0,11.6,0,0.0,61,15.5,synthetic_weather_api_v1
2024-01-08,Porto,12.7,8.4,16.2,0,0.0,55,14.1,synthetic_weather_api_v1
2024-01-09,Porto,9.6,6.4,13.8,1,11.8,71,10.7,synthetic_weather_api_v1
2024-01-10,Porto,6.7,4.5,10.5,1,3.6,81,24.0,synthetic_weather_api_v1
2024-01-11,Porto,12.7,9.0,16.6,1,1.2,74,12.5,synthetic_weather_api_v1
2024-01-12,Porto,7.4,3.9,9.6,1,3.9,81,4.5,synthetic_weather_api_v1
2024-01-13,Porto,6.4,3.2,10.0,0,0.0,58,14.0,synthetic_weather_api_v1
2024-01-14,Porto,9.2,4.8,13.3,1,4.3,79,17.7,synthetic_weather_api_v1
2024-01-15,Porto,10.5,7.2,13.4,1,17.7,76,18.3,synthetic_weather_api_v1
2024-01-16,Porto,8.4,5.9,12.7,1,3.4,74,23.1,synthetic_weather_api_v1
2024-01-17,Porto,10.4,6.8,14.5,0,0.0,57,12.2,synthetic_weather_api_v1
2024-01-18,Porto,11.6,8.2,15.6,0,0.0,62,15.1,synthetic_weather_api_v1
2024-01-19,Porto,7.8,5.2,10.6,0,0.0,60,8.7,synthetic_weather_api_v1
2024-01-20,Porto,10.8,8.1,11.4,1,0.8,87,22.4,synthetic_weather_api_v1
2024-01-21,Porto,6.7,2.7,9.2,0,0.0,75,17.0,synthetic_weather_api_v1
2024-01-22,Porto,8.7,3.7,11.8,0,0.0,66,13.0,synthetic_weather_api_v1
2024-01-23,Porto,9.7,6.6,13.3,0,0.0,63,16.0,synthetic_weather_api_v1
2024-01-24,Porto,11.5,8.5,15.3,0,0.0,80,7.3,synthetic_weather_api_v1
2024-01-25,Porto,9.4,8.0,11.7,0,0.0,63,14.5,synthetic_weather_api_v1
2024-01-26,Porto,9.4,4.1,12.6,0,0.0,74,20.5,synthetic_weather_api_v1
2024-01-27,Porto,9.7,5.3,14.0,1,1.7,85,14.9,synthetic_weather_api_v1
2024-01-28,Porto,12.7,10.5,15.0,1,5.9,76,10.3,synthetic_weather_api_v1
2024-01-29,Porto,11.6,6.9,14.4,1,3.8,78,11.7,synthetic_weather_api_v1
2024-01-30,Porto,9.5,7.2,12.7,1,1.7,64,6.2,synthetic_weather_api_v1
2024-01-31,Porto,11.1,7.3,15.0,1,7.7,53,12.8,synthetic_weather_api_v1
2024-02-01,Porto,11.7,8.8,15.3,1,1.5,83,13.4,synthetic_weather_api_v1
2024-02-02,Porto,10.4,8.5,11.1,0,0.0,67,17.5,synthetic_weather_api_v1
2024-02-03,Porto,13.3,11.4,16.7,1,3.1,78,9.3,synthetic_weather_api_v1
2024-02-04,Porto,10.3,6.8,14.1,0,0.0,75,12.3,synthetic_weather_api_v1
2024-02-05,Porto,13.0,9.7,14.4,0,0.0,75,11.0,synthetic_weather_api_v1
2024-02-06,Porto,9.9,7.2,12.7,0,0.0,55,11.1,synthetic_weather_api_v1
2024-02-07,Porto,12.9,9.2,17.2,1,12.8,74,6.5,synthetic_weather_api_v1
2024-02-08,Porto,14.9,11.2,19.2,0,0.0,76,10.7,synthetic_weather_api_v1
2024-02-09,Porto,11.4,9.2,13.9,1,4.5,67,18.0,synthetic_weather_api_v1
2024-02-10,Porto,13.5,10.9,16.7,0,0.0,53,7.5,synthetic_weather_api_v1
2024-02-11,Porto,9.4,8.3,11.7,1,0.4,73,23.9,synthetic_weather_api_v1
2024-02-12,Porto,9.5,5.5,13.4,1,3.8,85,14.2,synthetic_weather_api_v1
2024-02-13,Porto,12.8,10.8,15.8,1,5.5,73,11.8,synthetic_weather_api_v1
2024-02-14,Porto,12.5,8.5,14.3,0,0.0,70,8.2,synthetic_weather_api_v1
2024-02-15,Porto,11.3,8.0,15.0,1,0.2,77,22.2,synthetic_weather_api_v1
2024-02-16,Porto,13.8,11.2,15.0,1,10.0,75,20.9,synthetic_weather_api_v1
2024-02-17,Porto,13.0,9.3,16.6,1,8.9,71,19.7,synthetic_weather_api_v1
2024-02-18,Porto,13.8,10.8,16.9,0,0.0,61,23.4,synthetic_weather_api_v1
2024-02-19,Porto,11.6,9.0,14.8,0,0.0,55,13.1,synthetic_weather_api_v1
2024-02-20,Porto,8.1,4.7,11.6,0,0.0,72,8.3,synthetic_weather_api_v1
2024-02-21,Porto,11.2,6.4,15.4,1,4.6,85,8.2,synthetic_weather_api_v1
2024-02-22,Porto,7.8,4.3,10.0,1,0.6,69,18.0,synthetic_weather_api_v1
2024-02-23,Porto,13.1,9.1,15.1,1,13.1,77,8.1,synthetic_weather_api_v1
2024-02-24,Porto,9.9,4.6,13.3,0,0.0,62,8.1,synthetic_weather_api_v1
2024-02-25,Porto,13.6,9.8,16.2,0,0.0,65,21.0,synthetic_weather_api_v1
2024-02-26,Porto,12.4,9.2,16.5,1,0.7,73,8.8,synthetic_weather_api_v1
2024-02-27,Porto,11.3,8.6,13.1,0,0.0,65,8.9,synthetic_weather_api_v1
2024-02-28,Porto,13.6,11.2,17.0,0,0.0,80,11.1,synthetic_weather_api_v1
2024-02-29,Porto,10.5,6.1,14.7,0,0.0,76,18.5,synthetic_weather_api_v1
2024-03-01,Porto,14.7,11.0,19.6,0,0.0,54,16.8,synthetic_weather_api_v1
2024-03-02,Porto,15.3,12.6,17.1,0,0.0,51,17.9,synthetic_weather_api_v1
2024-03-03,Porto,9.6,7.4,12.9,1,7.5,72,8.5,synthetic_weather_api_v1
2024-03-04,Porto,13.4,10.3,17.3,0,0.0,71,14.0,synthetic_weather_api_v1
